GenBank_ID,Country,State,City,Virus_name,Date,Decimal_Date,Sequence_name
FJ432744.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ432744.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ432745.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ432745.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ432746.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ432746.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ432747.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ432747.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ432748.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ432748.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ432749.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ432749.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ461303.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ461303.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ461305.1,Viet_Nam,South,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,FJ461305.1|Viet_Nam|South|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
FJ461306.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ461306.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ461307.1,Viet_Nam,South,NA,dengue_virus_type_I,2008-06-15,2008.45205479452,FJ461307.1|Viet_Nam|South|NA|dengue_virus_type_I|2008-06-15|2008.45205479452
FJ461308.1,Viet_Nam,South,NA,dengue_virus_type_I,2008-06-15,2008.45205479452,FJ461308.1|Viet_Nam|South|NA|dengue_virus_type_I|2008-06-15|2008.45205479452
FJ461309.1,Viet_Nam,South,NA,Dengue_virus_type_2,2008-06-15,2008.45205479452,FJ461309.1|Viet_Nam|South|NA|Dengue_virus_type_2|2008-06-15|2008.45205479452
FJ461310.1,Viet_Nam,South,NA,dengue_virus_type_I,2008-06-15,2008.45205479452,FJ461310.1|Viet_Nam|South|NA|dengue_virus_type_I|2008-06-15|2008.45205479452
FJ461311.1,Viet_Nam,South,NA,Dengue_virus_type_2,2008-06-15,2008.45205479452,FJ461311.1|Viet_Nam|South|NA|Dengue_virus_type_2|2008-06-15|2008.45205479452
FJ461312.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ461312.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ461313.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ461313.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ461314.1,Viet_Nam,South,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,FJ461314.1|Viet_Nam|South|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
FJ461315.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ461315.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ461316.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ461316.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ461317.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ461317.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ461318.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ461318.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ461319.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ461319.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ461320.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ461320.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ461321.1,Viet_Nam,South,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,FJ461321.1|Viet_Nam|South|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
FJ461322.1,Viet_Nam,South,NA,Dengue_virus_type_3,2008-06-15,2008.45205479452,FJ461322.1|Viet_Nam|South|NA|Dengue_virus_type_3|2008-06-15|2008.45205479452
FJ461323.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ461323.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ461324.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ461324.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ461325.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ461325.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ461326.1,Viet_Nam,South,NA,Dengue_virus_type_3,2007-06-15,2007.45205479452,FJ461326.1|Viet_Nam|South|NA|Dengue_virus_type_3|2007-06-15|2007.45205479452
FJ461327.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ461327.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ461328.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ461328.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ461329.1,Viet_Nam,South,NA,Dengue_virus_type_3,2007-06-15,2007.45205479452,FJ461329.1|Viet_Nam|South|NA|Dengue_virus_type_3|2007-06-15|2007.45205479452
FJ461330.1,Viet_Nam,South,NA,dengue_virus_type_I,2008-06-15,2008.45205479452,FJ461330.1|Viet_Nam|South|NA|dengue_virus_type_I|2008-06-15|2008.45205479452
FJ461331.1,Viet_Nam,South,NA,dengue_virus_type_I,2008-06-15,2008.45205479452,FJ461331.1|Viet_Nam|South|NA|dengue_virus_type_I|2008-06-15|2008.45205479452
FJ461332.1,Viet_Nam,South,NA,dengue_virus_type_I,2008-06-15,2008.45205479452,FJ461332.1|Viet_Nam|South|NA|dengue_virus_type_I|2008-06-15|2008.45205479452
FJ461333.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ461333.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ461334.1,Viet_Nam,South,NA,Dengue_virus_type_3,2008-06-15,2008.45205479452,FJ461334.1|Viet_Nam|South|NA|Dengue_virus_type_3|2008-06-15|2008.45205479452
FJ461335.1,Viet_Nam,South,NA,dengue_virus_type_I,2008-06-15,2008.45205479452,FJ461335.1|Viet_Nam|South|NA|dengue_virus_type_I|2008-06-15|2008.45205479452
FJ461336.1,Viet_Nam,South,NA,dengue_virus_type_I,2008-06-15,2008.45205479452,FJ461336.1|Viet_Nam|South|NA|dengue_virus_type_I|2008-06-15|2008.45205479452
FJ461337.1,Viet_Nam,South,NA,Dengue_virus_type_3,2008-06-15,2008.45205479452,FJ461337.1|Viet_Nam|South|NA|Dengue_virus_type_3|2008-06-15|2008.45205479452
FJ461338.1,Viet_Nam,South,NA,Dengue_virus_type_3,2008-06-15,2008.45205479452,FJ461338.1|Viet_Nam|South|NA|Dengue_virus_type_3|2008-06-15|2008.45205479452
FJ461339.1,Viet_Nam,South,NA,dengue_virus_type_I,2008-06-15,2008.45205479452,FJ461339.1|Viet_Nam|South|NA|dengue_virus_type_I|2008-06-15|2008.45205479452
FJ461340.1,Viet_Nam,South,NA,dengue_virus_type_I,2008-06-15,2008.45205479452,FJ461340.1|Viet_Nam|South|NA|dengue_virus_type_I|2008-06-15|2008.45205479452
FJ461341.1,Viet_Nam,South,NA,dengue_virus_type_I,2008-06-15,2008.45205479452,FJ461341.1|Viet_Nam|South|NA|dengue_virus_type_I|2008-06-15|2008.45205479452
EU726776.1,Viet_Nam,South,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,EU726776.1|Viet_Nam|South|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
EU726777.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,EU726777.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
EU726778.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,EU726778.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
EU726779.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,EU726779.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
EU726780.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,EU726780.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
EU726781.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,EU726781.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
EU726782.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,EU726782.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024425.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024425.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024426.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024426.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024427.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024427.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024428.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024428.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024429.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024429.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024430.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024430.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024431.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024431.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024432.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024432.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024433.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024433.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024434.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024434.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024435.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024435.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024436.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024436.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024437.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024437.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024438.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024438.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024439.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024439.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024440.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024440.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024441.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024441.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024442.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024442.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024443.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024443.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024444.1,Viet_Nam,South,NA,dengue_virus_type_I,2006-06-15,2006.45205479452,FJ024444.1|Viet_Nam|South|NA|dengue_virus_type_I|2006-06-15|2006.45205479452
FJ024445.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024445.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024446.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024446.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024447.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024447.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024448.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024448.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024449.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024449.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024450.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024450.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024451.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024451.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024452.1,Viet_Nam,South,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,FJ024452.1|Viet_Nam|South|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
FJ024453.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024453.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024454.1,Viet_Nam,South,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,FJ024454.1|Viet_Nam|South|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
FJ024455.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024455.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024456.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024456.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024457.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024457.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024458.1,Viet_Nam,South,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,FJ024458.1|Viet_Nam|South|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
FJ024459.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024459.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024460.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024460.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024461.1,Viet_Nam,South,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,FJ024461.1|Viet_Nam|South|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
FJ024462.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024462.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024463.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024463.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024464.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024464.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ024472.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ024472.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ158608.1,China,NA,NA,Dengue_virus_type_2,2007-08-15,2007.61917808219,FJ158608.1|China|NA|NA|Dengue_virus_type_2|2007-08-15|2007.61917808219
FJ158609.1,China,NA,NA,dengue_virus_type_I,2007-08-15,2007.61917808219,FJ158609.1|China|NA|NA|dengue_virus_type_I|2007-08-15|2007.61917808219
FJ158610.1,China,NA,NA,dengue_virus_type_I,2007-10-15,2007.78630136986,FJ158610.1|China|NA|NA|dengue_virus_type_I|2007-10-15|2007.78630136986
FJ158611.1,China,NA,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ158611.1|China|NA|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ158612.1,China,NA,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ158612.1|China|NA|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ176779.1,China,Guangdong_Province,NA,dengue_virus_type_I,2006-06-15,2006.45205479452,FJ176779.1|China|Guangdong_Province|NA|dengue_virus_type_I|2006-06-15|2006.45205479452
FJ176780.1,China,Guangdong_Province,NA,dengue_virus_type_I,2006-06-15,2006.45205479452,FJ176780.1|China|Guangdong_Province|NA|dengue_virus_type_I|2006-06-15|2006.45205479452
FJ182003.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ182003.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ182018.1,Viet_Nam,South,NA,dengue_virus_type_I,2006-06-15,2006.45205479452,FJ182018.1|Viet_Nam|South|NA|dengue_virus_type_I|2006-06-15|2006.45205479452
FJ182019.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ182019.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ182020.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ182020.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ182021.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ182021.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ182022.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ182022.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ182023.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ182023.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ182024.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ182024.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ182025.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ182025.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ182026.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ182026.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ182027.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ182027.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ182028.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ182028.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ182029.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ182029.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ182030.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ182030.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ182031.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ182031.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ182032.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ182032.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ182033.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ182033.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ182034.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ182034.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ182035.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ182035.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ182036.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ182036.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ196855.1,China,Guangzhou,Guangdong_Province,dengue_virus_type_I,2006-06-15,2006.45205479452,FJ196855.1|China|Guangzhou|Guangdong_Province|dengue_virus_type_I|2006-06-15|2006.45205479452
FJ196856.1,China,Guangzhou,Guangdong_Province,dengue_virus_type_I,2006-06-15,2006.45205479452,FJ196856.1|China|Guangzhou|Guangdong_Province|dengue_virus_type_I|2006-06-15|2006.45205479452
FJ196857.1,China,Guangzhou,Guangdong_Province,dengue_virus_type_I,2006-06-15,2006.45205479452,FJ196857.1|China|Guangzhou|Guangdong_Province|dengue_virus_type_I|2006-06-15|2006.45205479452
FJ196858.1,China,Guangzhou,Guangdong_Province,dengue_virus_type_I,2006-06-15,2006.45205479452,FJ196858.1|China|Guangzhou|Guangdong_Province|dengue_virus_type_I|2006-06-15|2006.45205479452
FJ196859.1,China,Guangzhou,Guangdong_Province,dengue_virus_type_I,2006-06-15,2006.45205479452,FJ196859.1|China|Guangzhou|Guangdong_Province|dengue_virus_type_I|2006-06-15|2006.45205479452
FJ196860.1,China,Guangzhou,Guangdong_Province,dengue_virus_type_I,2006-06-15,2006.45205479452,FJ196860.1|China|Guangzhou|Guangdong_Province|dengue_virus_type_I|2006-06-15|2006.45205479452
FJ205876.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ205876.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ205877.1,Viet_Nam,South,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,FJ205877.1|Viet_Nam|South|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
FJ205878.1,Viet_Nam,South,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,FJ205878.1|Viet_Nam|South|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
FJ205879.1,Viet_Nam,South,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,FJ205879.1|Viet_Nam|South|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
FJ205880.1,Viet_Nam,South,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,FJ205880.1|Viet_Nam|South|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
FJ205881.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ205881.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ205882.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ205882.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ205883.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ205883.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ205884.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ205884.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ373296.1,Viet_Nam,South,NA,dengue_virus_type_I,2006-06-15,2006.45205479452,FJ373296.1|Viet_Nam|South|NA|dengue_virus_type_I|2006-06-15|2006.45205479452
FJ373297.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ373297.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ373298.1,Viet_Nam,South,NA,dengue_virus_type_I,2007-06-15,2007.45205479452,FJ373298.1|Viet_Nam|South|NA|dengue_virus_type_I|2007-06-15|2007.45205479452
FJ373299.1,Viet_Nam,South,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,FJ373299.1|Viet_Nam|South|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
FJ373305.1,Viet_Nam,South,NA,dengue_virus_type_I,2006-06-15,2006.45205479452,FJ373305.1|Viet_Nam|South|NA|dengue_virus_type_I|2006-06-15|2006.45205479452
EU482679.1,Viet_Nam,south,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,EU482679.1|Viet_Nam|south|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
EU482697.1,Viet_Nam,south,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,EU482697.1|Viet_Nam|south|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
EU482698.1,Viet_Nam,south,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,EU482698.1|Viet_Nam|south|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
EU482699.1,Viet_Nam,south,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,EU482699.1|Viet_Nam|south|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
EU482700.1,Viet_Nam,south,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,EU482700.1|Viet_Nam|south|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
EU482701.1,Viet_Nam,south,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,EU482701.1|Viet_Nam|south|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
EU482702.1,Viet_Nam,south,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,EU482702.1|Viet_Nam|south|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
EU482703.1,Viet_Nam,south,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,EU482703.1|Viet_Nam|south|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
EU482704.1,Viet_Nam,south,NA,Dengue_virus_type_2,2007-06-15,2007.45205479452,EU482704.1|Viet_Nam|south|NA|Dengue_virus_type_2|2007-06-15|2007.45205479452
