GenBank_ID,Country,State,City,Serotype,Date,Decimal_Date,Sequence_name,genotype,Year,Month,Week,Continent,weights
MZ636787.1,Thailand,Bangkok,NA,Dengue_2,2020-08-03,2020.58630136986,MZ636787.1|Thailand|Bangkok|NA|Dengue_2|2020-08-03|2020.58630136986,DENV2/C,2020,2020-08-01,2020-08-02,Asia,0.0588235294117647
MG457043.1,Taiwan,NA,NA,Dengue_2,2001-11-10,2001.85753424658,MG457043.1|Taiwan|NA|NA|Dengue_2|2001-11-10|2001.85753424658,DENV2/C,2001,2001-11-01,2001-11-04,Asia,0.1
MW510862.1,Singapore,NA,NA,Dengue_2,2012-06-15,2012.45205479452,MW510862.1|Singapore|NA|NA|Dengue_2|2012-06-15|2012.45205479452,DENV2/C,2012,2012-06-01,2012-06-10,Asia,0.00574712643678161
JN196604.1,Singapore,NA,NA,Dengue_2,2010-06-15,2010.45205479452,JN196604.1|Singapore|NA|NA|Dengue_2|2010-06-15|2010.45205479452,DENV2/C,2010,2010-06-01,2010-06-13,Asia,0.00662251655629139
JQ993206.1,Thailand,NA,NA,Dengue_2,2007-06-15,2007.45205479452,JQ993206.1|Thailand|NA|NA|Dengue_2|2007-06-15|2007.45205479452,DENV2/AI,2007,2007-06-01,2007-06-10,Asia,0.0357142857142857
KX357981.1,Myanmar,NA,NA,Dengue_2,2015-06-15,2015.45205479452,KX357981.1|Myanmar|NA|NA|Dengue_2|2015-06-15|2015.45205479452,DENV2/AI,2015,2015-06-01,2015-06-14,Asia,0.0416666666666667
KJ806773.1,Malaysia,NA,NA,Dengue_2,2005-06-15,2005.45205479452,KJ806773.1|Malaysia|NA|NA|Dengue_2|2005-06-15|2005.45205479452,DENV2/C,2005,2005-06-01,2005-06-12,Asia,1
MG457069.1,Taiwan,NA,NA,Dengue_2,2003-03-04,2003.1698630137,MG457069.1|Taiwan|NA|NA|Dengue_2|2003-03-04|2003.1698630137,DENV2/C,2003,2003-03-01,2003-03-02,Asia,0.5
JF730044.1,Cambodia,RAT,NA,Dengue_2,2001-06-15,2001.45205479452,JF730044.1|Cambodia|RAT|NA|Dengue_2|2001-06-15|2001.45205479452,DENV2/AA,2001,2001-06-01,2001-06-10,Asia,0.5
MZ636786.1,Thailand,Bangkok,NA,Dengue_2,2020-07-27,2020.56712328767,MZ636786.1|Thailand|Bangkok|NA|Dengue_2|2020-07-27|2020.56712328767,DENV2/AI,2020,2020-07-01,2020-07-26,Asia,0.0588235294117647
KY495806.1,Indonesia,NA,NA,Dengue_2,2016-06-15,2016.45205479452,KY495806.1|Indonesia|NA|NA|Dengue_2|2016-06-15|2016.45205479452,DENV2/C,2016,2016-06-01,2016-06-12,Asia,0.03125
MN444607.1,Laos,Vientiane_Capital,NA,Dengue_2,2016-04-15,2016.28493150685,MN444607.1|Laos|Vientiane_Capital|NA|Dengue_2|2016-04-15|2016.28493150685,DENV2/C,2016,2016-04-01,2016-04-10,Asia,0.333333333333333
JN568263.1,Philippines,NA,NA,Dengue_2,2003-06-15,2003.45205479452,JN568263.1|Philippines|NA|NA|Dengue_2|2003-06-15|2003.45205479452,DENV2/C,2003,2003-06-01,2003-06-15,Asia,1
MW332627.1,Myanmar,NA,NA,Dengue_2,2016-09-15,2016.70410958904,MW332627.1|Myanmar|NA|NA|Dengue_2|2016-09-15|2016.70410958904,DENV2/C,2016,2016-09-01,2016-09-11,Asia,1
OP909734.1,Singapore,NA,NA,Dengue_2,2020-01-15,2020.03835616438,OP909734.1|Singapore|NA|NA|Dengue_2|2020-01-15|2020.03835616438,DENV2/AI,2020,2020-01-01,2020-01-12,Asia,1
MN448811.1,Thailand,NA,NA,Dengue_2,2010-08-05,2010.59178082192,MN448811.1|Thailand|NA|NA|Dengue_2|2010-08-05|2010.59178082192,DENV2/AI,2010,2010-08-01,2010-08-01,Asia,0.0133333333333333
KU509276.1,Philippines,NA,NA,Dengue_2,2008-06-15,2008.45205479452,KU509276.1|Philippines|NA|NA|Dengue_2|2008-06-15|2008.45205479452,DENV2/C,2008,2008-06-01,2008-06-15,Asia,0.2
MH594911.1,India,NA,NA,Dengue_2,2010-06-15,2010.45205479452,MH594911.1|India|NA|NA|Dengue_2|2010-06-15|2010.45205479452,DENV2/C,2010,2010-06-01,2010-06-13,Asia,0.0769230769230769
GQ357734.1,Singapore,NA,NA,Dengue_2,2007-06-15,2007.45205479452,GQ357734.1|Singapore|NA|NA|Dengue_2|2007-06-15|2007.45205479452,DENV2/C,2007,2007-06-01,2007-06-10,Asia,0.0166666666666667
FJ639708.1,Cambodia,SRP,NA,Dengue_2,2005-06-15,2005.45205479452,FJ639708.1|Cambodia|SRP|NA|Dengue_2|2005-06-15|2005.45205479452,DENV2/AI,2005,2005-06-01,2005-06-12,Asia,0.2
KJ918750.1,India,NA,NA,Dengue_2,2007-04-01,2007.24657534247,KJ918750.1|India|NA|NA|Dengue_2|2007-04-01|2007.24657534247,DENV2/AM,2007,2007-04-01,2007-04-01,Asia,1
MN448907.1,Thailand,NA,NA,Dengue_2,2009-11-03,2009.83835616438,MN448907.1|Thailand|NA|NA|Dengue_2|2009-11-03|2009.83835616438,DENV2/AI,2009,2009-11-01,2009-11-01,Asia,0.0769230769230769
OQ928149.1,China,Yunnan_Province,NA,Dengue_2,2019-09-15,2019.70410958904,OQ928149.1|China|Yunnan_Province|NA|Dengue_2|2019-09-15|2019.70410958904,DENV2/C,2019,2019-09-01,2019-09-15,Asia,0.00444444444444444
JF968037.1,Philippines,NA,NA,Dengue_2,2010-06-15,2010.45205479452,JF968037.1|Philippines|NA|NA|Dengue_2|2010-06-15|2010.45205479452,DENV2/C,2010,2010-06-01,2010-06-13,Asia,0.0833333333333333
GU131901.1,Cambodia,SRP,NA,Dengue_2,2008-06-15,2008.45205479452,GU131901.1|Cambodia|SRP|NA|Dengue_2|2008-06-15|2008.45205479452,DENV2/AI,2008,2008-06-01,2008-06-15,Asia,0.0416666666666667
FJ807636.1,India,NA,NA,Dengue_2,2005-06-15,2005.45205479452,FJ807636.1|India|NA|NA|Dengue_2|2005-06-15|2005.45205479452,DENV2/C,2005,2005-06-01,2005-06-12,Asia,0.25
OP941683.1,Indonesia,Bengkulu,NA,Dengue_2,2021-06-07,2021.4301369863,OP941683.1|Indonesia|Bengkulu|NA|Dengue_2|2021-06-07|2021.4301369863,DENV2/C,2021,2021-06-01,2021-06-06,Asia,1
MW648218.1,Indonesia,Malinau,NA,Dengue_2,2018-09-12,2018.69589041096,MW648218.1|Indonesia|Malinau|NA|Dengue_2|2018-09-12|2018.69589041096,DENV2/C,2018,2018-09-01,2018-09-09,Asia,0.0769230769230769
KT806319.1,Philippines,NA,NA,Dengue_2,2014-06-15,2014.45205479452,KT806319.1|Philippines|NA|NA|Dengue_2|2014-06-15|2014.45205479452,DENV2/C,2014,2014-06-01,2014-06-15,Asia,0.0833333333333333
KJ470746.1,China,NA,NA,Dengue_2,2013-09-15,2013.70410958904,KJ470746.1|China|NA|NA|Dengue_2|2013-09-15|2013.70410958904,DENV2/AI,2013,2013-09-01,2013-09-15,Asia,0.04
JF968026.1,Myanmar,NA,NA,Dengue_2,2010-06-15,2010.45205479452,JF968026.1|Myanmar|NA|NA|Dengue_2|2010-06-15|2010.45205479452,DENV2/AI,2010,2010-06-01,2010-06-13,Asia,1
MN982892.1,Malaysia,NA,NA,Dengue_2,2016-10-15,2016.78630136986,MN982892.1|Malaysia|NA|NA|Dengue_2|2016-10-15|2016.78630136986,DENV2/C,2016,2016-10-01,2016-10-09,Asia,1
JQ277886.1,China,NA,NA,Dengue_2,2005-06-15,2005.45205479452,JQ277886.1|China|NA|NA|Dengue_2|2005-06-15|2005.45205479452,DENV2/C,2005,2005-06-01,2005-06-12,Asia,1
JQ403522.1,Taiwan,NA,NA,Dengue_2,2008-06-15,2008.45205479452,JQ403522.1|Taiwan|NA|NA|Dengue_2|2008-06-15|2008.45205479452,DENV2/AI,2008,2008-06-01,2008-06-15,Asia,0.5
PP396280.1,Cambodia,NA,NA,Dengue_2,2021-11-29,2021.9095890411,PP396280.1|Cambodia|NA|NA|Dengue_2|2021-11-29|2021.9095890411,DENV2/C,2021,2021-11-01,2021-11-28,Asia,0.5
JN568271.1,Indonesia,NA,NA,Dengue_2,2009-06-15,2009.45205479452,JN568271.1|Indonesia|NA|NA|Dengue_2|2009-06-15|2009.45205479452,DENV2/C,2009,2009-06-01,2009-06-14,Asia,0.0526315789473684
JN030202.1,Singapore,NA,NA,Dengue_2,2008-06-15,2008.45205479452,JN030202.1|Singapore|NA|NA|Dengue_2|2008-06-15|2008.45205479452,DENV2/C,2008,2008-06-01,2008-06-15,Asia,0.00806451612903226
MN982893.1,Malaysia,NA,NA,Dengue_2,2017-02-15,2017.12328767123,MN982893.1|Malaysia|NA|NA|Dengue_2|2017-02-15|2017.12328767123,DENV2/C,2017,2017-02-01,2017-02-12,Asia,1
JF804033.1,India,NA,NA,Dengue_2,2006-06-15,2006.45205479452,JF804033.1|India|NA|NA|Dengue_2|2006-06-15|2006.45205479452,DENV2/C,2006,2006-06-01,2006-06-11,Asia,0.333333333333333
MW946404.1,Thailand,NA,NA,Dengue_2,2006-06-15,2006.45205479452,MW946404.1|Thailand|NA|NA|Dengue_2|2006-06-15|2006.45205479452,DENV2/AI,2006,2006-06-01,2006-06-11,Asia,0.05
KY849765.1,Laos,Vientiane,NA,Dengue_2,2009-11-06,2009.84657534247,KY849765.1|Laos|Vientiane|NA|Dengue_2|2009-11-06|2009.84657534247,DENV2/AI,2009,2009-11-01,2009-11-01,Asia,0.5
FJ639709.1,Cambodia,TAK,NA,Dengue_2,2005-06-15,2005.45205479452,FJ639709.1|Cambodia|TAK|NA|Dengue_2|2005-06-15|2005.45205479452,DENV2/AI,2005,2005-06-01,2005-06-12,Asia,0.2
KY709186.1,Indonesia,Purwokerto,NA,Dengue_2,2015-06-15,2015.45205479452,KY709186.1|Indonesia|Purwokerto|NA|Dengue_2|2015-06-15|2015.45205479452,DENV2/C,2015,2015-06-01,2015-06-14,Asia,0.0416666666666667
MH110607.1,China,Hangzhou,NA,Dengue_2,2017-09-15,2017.70410958904,MH110607.1|China|Hangzhou|NA|Dengue_2|2017-09-15|2017.70410958904,DENV2/C,2017,2017-09-01,2017-09-10,Asia,0.00261096605744125
JN380843.1,Singapore,NA,NA,Dengue_2,2009-06-15,2009.45205479452,JN380843.1|Singapore|NA|NA|Dengue_2|2009-06-15|2009.45205479452,DENV2/C,2009,2009-06-01,2009-06-14,Asia,0.0131578947368421
MN448743.1,Thailand,NA,NA,Dengue_2,2012-07-06,2012.5095890411,MN448743.1|Thailand|NA|NA|Dengue_2|2012-07-06|2012.5095890411,DENV2/AI,2012,2012-07-01,2012-07-01,Asia,0.00657894736842105
MN628234.1,Laos,NA,NA,Dengue_2,2012-06-15,2012.45205479452,MN628234.1|Laos|NA|NA|Dengue_2|2012-06-15|2012.45205479452,DENV2/AI,2012,2012-06-01,2012-06-10,Asia,0.0833333333333333
OP895919.1,Malaysia,NA,NA,Dengue_2,2018-11-15,2018.87123287671,OP895919.1|Malaysia|NA|NA|Dengue_2|2018-11-15|2018.87123287671,DENV2/C,2018,2018-11-01,2018-11-11,Asia,1
FJ639697.1,Cambodia,KCH,NA,Dengue_2,2001-06-15,2001.45205479452,FJ639697.1|Cambodia|KCH|NA|Dengue_2|2001-06-15|2001.45205479452,DENV2/AA,2001,2001-06-01,2001-06-10,Asia,0.5
MN448881.1,Thailand,NA,NA,Dengue_2,2011-06-23,2011.47397260274,MN448881.1|Thailand|NA|NA|Dengue_2|2011-06-23|2011.47397260274,DENV2/AI,2011,2011-06-01,2011-06-19,Asia,0.00840336134453781
GQ357776.1,Singapore,NA,NA,Dengue_2,2001-06-15,2001.45205479452,GQ357776.1|Singapore|NA|NA|Dengue_2|2001-06-15|2001.45205479452,DENV2/C,2001,2001-06-01,2001-06-10,Asia,1
MH827543.1,China,NA,NA,Dengue_2,2017-06-15,2017.45205479452,MH827543.1|China|NA|NA|Dengue_2|2017-06-15|2017.45205479452,DENV2/C,2017,2017-06-01,2017-06-11,Asia,0.00261096605744125
KF744398.1,Philippines,NA,NA,Dengue_2,2005-06-15,2005.45205479452,KF744398.1|Philippines|NA|NA|Dengue_2|2005-06-15|2005.45205479452,DENV2/C,2005,2005-06-01,2005-06-12,Asia,0.333333333333333
ON853797.1,Cambodia,NA,NA,Dengue_2,2018-07-13,2018.52876712329,ON853797.1|Cambodia|NA|NA|Dengue_2|2018-07-13|2018.52876712329,DENV2/AI,2018,2018-07-01,2018-07-08,Asia,0.5
MW510762.1,Singapore,NA,NA,Dengue_2,2011-06-15,2011.45205479452,MW510762.1|Singapore|NA|NA|Dengue_2|2011-06-15|2011.45205479452,DENV2/C,2011,2011-06-01,2011-06-12,Asia,0.0078740157480315
MN018356.1,China,Guangdong_Province,NA,Dengue_2,2014-09-23,2014.72602739726,MN018356.1|China|Guangdong_Province|NA|Dengue_2|2014-09-23|2014.72602739726,DENV2/C,2014,2014-09-01,2014-09-21,Asia,0.0232558139534884
PP422234.1,Philippines,NA,NA,Dengue_2,2000-07-15,2000.53424657534,PP422234.1|Philippines|NA|NA|Dengue_2|2000-07-15|2000.53424657534,DENV2/AII,2000,2000-07-01,2000-07-09,Asia,0.2
MN444605.1,Laos,Vientiane_Capital,NA,Dengue_2,2015-09-28,2015.7397260274,MN444605.1|Laos|Vientiane_Capital|NA|Dengue_2|2015-09-28|2015.7397260274,DENV2/C,2015,2015-09-01,2015-09-27,Asia,1
FJ158608.1,China,NA,NA,Dengue_2,2007-08-15,2007.61917808219,FJ158608.1|China|NA|NA|Dengue_2|2007-08-15|2007.61917808219,DENV2/C,2007,2007-08-01,2007-08-12,Asia,1
MW946428.1,Thailand,NA,NA,Dengue_2,2001-06-15,2001.45205479452,MW946428.1|Thailand|NA|NA|Dengue_2|2001-06-15|2001.45205479452,DENV2/AI,2001,2001-06-01,2001-06-10,Asia,0.015625
MW946589.1,Thailand,NA,NA,Dengue_2,2013-06-15,2013.45205479452,MW946589.1|Thailand|NA|NA|Dengue_2|2013-06-15|2013.45205479452,DENV2/AI,2013,2013-06-01,2013-06-09,Asia,0.0588235294117647
MN444610.1,Laos,Vientiane_Capital,NA,Dengue_2,2017-01-23,2017.0602739726,MN444610.1|Laos|Vientiane_Capital|NA|Dengue_2|2017-01-23|2017.0602739726,DENV2/C,2017,2017-01-01,2017-01-22,Asia,0.125
MW720953.1,China,NA,NA,Dengue_2,2019-09-15,2019.70410958904,MW720953.1|China|NA|NA|Dengue_2|2019-09-15|2019.70410958904,DENV2/C,2019,2019-09-01,2019-09-15,Asia,0.00444444444444444
MN448872.1,Thailand,NA,NA,Dengue_2,2010-08-16,2010.62191780822,MN448872.1|Thailand|NA|NA|Dengue_2|2010-08-16|2010.62191780822,DENV2/AI,2010,2010-08-01,2010-08-15,Asia,0.0133333333333333
MN448802.1,Thailand,NA,NA,Dengue_2,2011-09-05,2011.67671232877,MN448802.1|Thailand|NA|NA|Dengue_2|2011-09-05|2011.67671232877,DENV2/AI,2011,2011-09-01,2011-09-04,Asia,0.00840336134453781
MH051829.1,Taiwan,NA,NA,Dengue_2,2015-06-15,2015.45205479452,MH051829.1|Taiwan|NA|NA|Dengue_2|2015-06-15|2015.45205479452,DENV2/C,2015,2015-06-01,2015-06-14,Asia,0.00793650793650794
KT781572.1,Thailand,NA,NA,Dengue_2,2015-06-15,2015.45205479452,KT781572.1|Thailand|NA|NA|Dengue_2|2015-06-15|2015.45205479452,DENV2/C,2015,2015-06-01,2015-06-14,Asia,0.0625
OP809583.1,India,NA,NA,Dengue_2,2019-06-15,2019.45205479452,OP809583.1|India|NA|NA|Dengue_2|2019-06-15|2019.45205479452,DENV2/S,2019,2019-06-01,2019-06-09,Asia,0.142857142857143
KJ806891.1,Malaysia,NA,NA,Dengue_2,2013-06-15,2013.45205479452,KJ806891.1|Malaysia|NA|NA|Dengue_2|2013-06-15|2013.45205479452,DENV2/C,2013,2013-06-01,2013-06-09,Asia,0.0114942528735632
MG457064.1,Taiwan,NA,NA,Dengue_2,2002-10-01,2002.74794520548,MG457064.1|Taiwan|NA|NA|Dengue_2|2002-10-01|2002.74794520548,DENV2/C,2002,2002-10-01,2002-09-29,Asia,0.04
MN955666.1,Thailand,NA,NA,Dengue_2,2018-11-15,2018.87123287671,MN955666.1|Thailand|NA|NA|Dengue_2|2018-11-15|2018.87123287671,DENV2/AI,2018,2018-11-01,2018-11-11,Asia,0.0232558139534884
KT781554.1,Indonesia,NA,NA,Dengue_2,2013-06-15,2013.45205479452,KT781554.1|Indonesia|NA|NA|Dengue_2|2013-06-15|2013.45205479452,DENV2/C,2013,2013-06-01,2013-06-09,Asia,0.0625
MG894992.1,Taiwan,NA,NA,Dengue_2,2011-11-17,2011.87671232877,MG894992.1|Taiwan|NA|NA|Dengue_2|2011-11-17|2011.87671232877,DENV2/C,2011,2011-11-01,2011-11-13,Asia,0.04
MW512438.1,Singapore,NA,NA,Dengue_2,2015-06-15,2015.45205479452,MW512438.1|Singapore|NA|NA|Dengue_2|2015-06-15|2015.45205479452,DENV2/C,2015,2015-06-01,2015-06-14,Asia,0.0078125
PP087793.1,Taiwan,Kaohsiung,NA,Dengue_2,2023-07-15,2023.53424657534,PP087793.1|Taiwan|Kaohsiung|NA|Dengue_2|2023-07-15|2023.53424657534,DENV2/C,2023,2023-07-01,2023-07-09,Asia,1
KY849764.1,Laos,Vientiane,NA,Dengue_2,2009-09-07,2009.68219178082,KY849764.1|Laos|Vientiane|NA|Dengue_2|2009-09-07|2009.68219178082,DENV2/AI,2009,2009-09-01,2009-09-06,Asia,0.5
MG840603.1,China,NA,NA,Dengue_2,2016-06-15,2016.45205479452,MG840603.1|China|NA|NA|Dengue_2|2016-06-15|2016.45205479452,DENV2/C,2016,2016-06-01,2016-06-12,Asia,0.0172413793103448
KC131142.1,China,Guangdong,NA,Dengue_2,2012-09-15,2012.70410958904,KC131142.1|China|Guangdong|NA|Dengue_2|2012-09-15|2012.70410958904,DENV2/C,2012,2012-09-01,2012-09-09,Asia,0.333333333333333
ON123651.1,India,NA,NA,Dengue_2,2020-06-15,2020.45205479452,ON123651.1|India|NA|NA|Dengue_2|2020-06-15|2020.45205479452,DENV2/C,2020,2020-06-01,2020-06-14,Asia,0.333333333333333
MK858097.2,India,NA,NA,Dengue_2,2013-06-15,2013.45205479452,MK858097.2|India|NA|NA|Dengue_2|2013-06-15|2013.45205479452,DENV2/C,2013,2013-06-01,2013-06-09,Asia,0.166666666666667
MF094260.1,Philippines,NA,NA,Dengue_2,2002-06-15,2002.45205479452,MF094260.1|Philippines|NA|NA|Dengue_2|2002-06-15|2002.45205479452,DENV2/C,2002,2002-06-01,2002-06-09,Asia,0.333333333333333
JF968000.1,Indonesia,NA,NA,Dengue_2,2009-06-15,2009.45205479452,JF968000.1|Indonesia|NA|NA|Dengue_2|2009-06-15|2009.45205479452,DENV2/C,2009,2009-06-01,2009-06-14,Asia,0.0526315789473684
KU509271.1,India,NA,NA,Dengue_2,2006-06-15,2006.45205479452,KU509271.1|India|NA|NA|Dengue_2|2006-06-15|2006.45205479452,DENV2/C,2006,2006-06-01,2006-06-11,Asia,0.333333333333333
MH594909.1,India,NA,NA,Dengue_2,2009-06-15,2009.45205479452,MH594909.1|India|NA|NA|Dengue_2|2009-06-15|2009.45205479452,DENV2/C,2009,2009-06-01,2009-06-14,Asia,0.0555555555555556
KJ470763.1,Myanmar,NA,NA,Dengue_2,2013-11-15,2013.87123287671,KJ470763.1|Myanmar|NA|NA|Dengue_2|2013-11-15|2013.87123287671,DENV2/AI,2013,2013-11-01,2013-11-10,Asia,0.0416666666666667
KC762672.1,Indonesia,Makassar,NA,Dengue_2,2008-04-09,2008.26849315068,KC762672.1|Indonesia|Makassar|NA|Dengue_2|2008-04-09|2008.26849315068,DENV2/C,2008,2008-04-01,2008-04-06,Asia,0.0344827586206897
KY495819.1,Cambodia,NA,NA,Dengue_2,2015-06-15,2015.45205479452,KY495819.1|Cambodia|NA|NA|Dengue_2|2015-06-15|2015.45205479452,DENV2/AI,2015,2015-06-01,2015-06-14,Asia,1
MW018159.1,China,NA,NA,Dengue_2,2018-09-15,2018.70410958904,MW018159.1|China|NA|NA|Dengue_2|2018-09-15|2018.70410958904,DENV2/AI,2018,2018-09-01,2018-09-09,Asia,0.0043859649122807
